タイトル,著者,Wikipediaの紹介
HUNTERxHUNTER,冨樫義博,主人公の少年・ゴン＝フリークスがまだ見ぬ父親のジンと会うため、父の職業であったハンターとなり、仲間達との絆を深めながら成長する様を描いた冒険活劇。
